"STATION","NAME","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF1","WSF1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1970-11","513.4","1","1","-9.4","25","38.0","16.5","18.3","599.5","74.4","59","5.1","8.6","1.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1970-12","513.4","16","5","-11.7","102","61.0","11.9","17.2","1181.7","36.0","272","-0.4","3.4","-4.3",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1971-01","0.0","16","5","-21.7","76","51.0","7.1","7.2","1945.3","21.3","233","-6.3","-2.2","-10.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1971-02","0.0","16","3","-21.7","102","38.0","33.5","12.2","2533.9","72.1","141","-2.7","1.1","-6.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1971-03","0.0","8","5","-12.2","127","76.0","12.2","17.2","3084.8","41.4","265","0.6","4.8","-3.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1971-04","0.0","0","0","-6.1","0","8.0","7.4","26.7","3382.3","18.9","11","8.4","14.7","2.1",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1971-05","13.1","0","0","1.7","0","0.0","12.7","31.1","3503.7","47.7","0","14.8","21.7","8.0",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1971-06","161.7","0","0","7.2","0","0.0","24.1","36.1","3512.7","46.9","0","23.0","29.2","16.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1971-07","283.9","0","0","11.7","0","0.0","15.5","32.8","1.1","35.8","0","22.2","28.1","16.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1971-08","395.8","0","0","9.4","0","0.0","10.4","32.8","1.4","16.1","0","22.1","28.6","15.5",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1971-09","474.4","0","0","6.1","0","0.0","100.1","33.3","28.8","133.7","0","20.0","25.3","14.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1971-10","493.6","0","0","3.3","0","0.0","24.6","31.1","110.7","44.2","0","16.3","21.4","11.2",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1971-11","493.6","1","1","-8.3","25","30.0","8.1","20.0","511.2","35.6","43","5.0","9.1","0.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1971-12","493.6","1","1","-9.4","25","25.0","32.5","17.8","1027.9","95.3","48","1.7","5.7","-2.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1972-01","0.0","12","3","-25.6","76","64.0","6.9","9.4","1744.3","29.2","206","-4.8","-0.4","-9.2",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1972-02","0.0","11","3","-17.8","76","38.0","6.4","7.8","2387.3","19.2","153","-3.8","0.2","-7.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1972-03","0.0","1","1","-13.3","25","25.0","15.5","19.4","2929.4","56.4","61","0.9","6.1","-4.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1972-04","0.0","0","0","-8.9","0","10.0","28.2","23.3","3238.7","91.8","16","8.0","13.8","2.2",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1972-05","43.1","0","0","4.4","0","0.0","21.3","31.1","3313.4","80.6","0","17.3","23.8","10.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1972-06","103.6","0","0","4.4","0","0.0","10.4","31.7","3357.1","42.7","0","18.9","24.8","13.0",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1972-07","250.8","0","0","10.0","0","0.0","12.7","33.9","5.5","41.2","0","22.9","28.6","17.2",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1972-08","364.2","0","0","8.9","0","0.0","21.6","31.1","17.1","67.6","0","21.6","26.8","16.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1972-09","401.8","0","0","5.6","0","0.0","15.2","30.0","57.8","73.5","0","18.2","23.4","13.1",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1972-10","401.8","0","0","-5.0","0","0.0","25.9","22.8","329.8","74.4","0","9.6","14.3","4.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1972-11","401.8","6","3","-4.4","51","152.0","23.4","20.6","774.6","80.4","247","3.5","6.0","1.0",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1972-12","401.8","21","6","-15.0","102","64.0","25.4","11.7","1387.1","77.2","339","-1.4","1.3","-4.1",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1973-01","0.0","3","1","-14.4","25","25.0","14.2","13.9","2002.9","31.6","51","-1.5","2.5","-5.5",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1973-02","0.0","21","5","-21.1","127","89.0","4.3","11.1","2601.3","24.7","277","-3.0","1.4","-7.4",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1973-03","0.0","8","1","-6.1","330","315.0","38.4","20.6","2941.4","86.4","338","7.4","12.0","2.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1973-04","4.0","1","1","-5.0","25","33.0","30.5","27.2","3195.2","53.1","33","10.0","15.2","4.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1973-05","4.5","0","0","0.6","0","0.0","28.7","24.4","3350.9","109.6","0","13.3","18.8","7.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1973-06","111.5","0","0","13.3","0","0.0","24.4","32.8","3351.4","79.1","0","21.9","27.2","16.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1973-07","256.9","0","0","12.2","0","0.0","31.2","32.8","0.0","159.3","0","23.0","28.7","17.3",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1973-08","407.1","0","0","10.6","0","0.0","35.3","34.4","2.8","71.7","0","23.1","28.6","17.6",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1973-09","471.2","0","0","4.4","0","0.0","35.8","34.4","48.2","62.6","0","19.0","24.7","13.2",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1973-10","478.1","0","0","2.2","0","0.0","12.7","25.6","173.5","49.1","0","14.5","19.3","9.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1973-11","478.1","0","0","-3.9","0","0.0","30.0","17.8","548.7","96.5","0","5.8","9.8","1.9",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1973-12","478.1","18","5","-13.9","305","152.0","18.0","14.4","1180.7","90.2","405","-2.1","1.2","-5.3",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1974-01","0.0","22","3","-17.2","254","102.0","15.5","11.7","1832.0","60.3","277","-2.7","0.8","-6.2",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1974-02","0.0","17","4","-16.1","229","102.0","19.6","11.7","2444.2","55.5","294","-4.3","0.2","-8.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1974-03","0.0","1","2","-15.6","25","30.0","23.9","19.4","2932.8","111.9","82","2.6","7.1","-2.0",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1974-04","3.6","0","0","-6.1","0","13.0","12.2","26.1","3168.4","63.0","13","10.6","16.5","4.7",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1974-05","12.2","0","0","-1.7","0","0.0","18.3","28.9","3320.9","90.2","0","13.7","19.2","8.2",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1974-06","71.4","0","0","8.9","0","0.0","15.2","28.9","3347.3","45.7","0","19.4","24.9","14.0",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1974-07","234.1","0","0","11.7","0","0.0","2.8","34.4","0.0","11.0","0","23.6","29.7","17.5",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1974-08","357.1","0","0","12.8","0","0.0","12.2","31.7","0.0","34.1","0","22.3","27.8","16.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1974-09","377.9","0","0","3.3","0","0.0","20.8","28.3","81.2","60.6","0","16.3","22.2","10.5",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1974-10","377.9","0","0","-3.3","0","0.0","6.4","22.8","311.5","13.9","0","10.9","16.5","5.3",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1974-11","379.0","6","1","-10.0","76","99.0","23.1","22.8","717.7","77.6","140","4.8","8.9","0.8",,
"USC00200230","ANN ARBOR U OF MICH, MI US","1974-12","379.0","31","8","-12.2","406","401.0","31.0","7.2","1333.5","83.9","864","-1.5","1.4","-4.4",,
